,tdata.id,tdata.member_id,tdata.funded_amnt_inv,tdata.int_rate,tdata.fico_range_high,tdata.fico_range_low,tdata.total_pymnt,tdata.total_rec_late_fee,pred,tdata.grade,tdata.emp_name,tdata.title,tdata.addr_city,tdata.pub_rec_bankruptcies,tdata.next_pymnt_d,tdata.Churn,m1.yhat (Probability of defaulting)
10417,609918,782274,14000,0.152,689,685,2675.41,0,334.54,D,Edmonds Community College,Small Debt Consolidation,Snohomish,1,null,1,0.795591454
23170,1009946,1236925,11975,0.1596,714,710,582.62,0,293.4,C,State of Hawaii,Other,Mililani,1,null,1,0.795530332
10473,611261,783881,15950,0.1632,684,680,4171.11,0,391.82,E,"Xpert FInancial, Inc.",Lower Interest / Pay off Cars,Livermore,0,null,1,0.795413375
25024,1057201,1288760,10400,0.2235,679,675,2305.68,0,289.32,F,control air,debt consolidation,LAKE ELSINORE,0,null,1,0.794200436
1457,379717,406435,14724.99749,0.1632,669,665,3952.48,0,565.02,E,The Loomis Corp,Debt Consolidation,Dallas,0,null,1,0.793972075
23684,1024600,1253504,22950,0.1349,784,780,4913.07,0,529.11,C,ExpertPlan,Suzie Q's Smokehouse Inc,Kansas City,0,null,1,0.792591863
24759,1050995,1282456,24975,0.2128,679,675,8162.16,0,680.28,F,SOUTHERN WINE & SPIRITS,CREDIT CARD PAYOFF,HOLBROOK,0,null,1,0.789425874
21850,972129,1193884,15200,0.1942,669,665,4004.27,0,402.56,E,Coca Cola Refreshments,Loan for Start-up,Novato,0,null,1,0.789191408
11244,628812,805684,7375,0.1557,679,675,177.75,0,178.27,D,FUCILLO HYUNDAI,VICTORY VEGAS,CONSTANTIA,0,null,1,0.788567352
26988,519114,671121,7000,0.1904,664,660,1028.69,0,181.74,F,Ann Arbor Public Schools,Moving to Texas,Ann Arbor,0,3/28/2011,1,0.78809509
6640,521293,674088,12179.30155,0.1607,689,685,2109.46,0,301.4,D,Emergency Medicine Associates,Refi loan,Germantown,1,null,1,0.786424431
15423,737936,935204,21600,0.2285,664,660,10212.44,0,608,G,General Dynamics,Consol-Gen,Hackensack,0,null,1,0.786175245
20477,869720,1083640,15500,0.1649,699,695,3426.99,0,380.98,D,Michael's Toyota of Bellevue,Other,Sammamish,0,null,1,0.785684322
21609,965945,1186795,18225,0.1269,739,735,1647.01,0,206.51,B,maryland national capitalparkpalnning co,cosolidate all bill to one loan,laurel,0,null,1,0.785139836
26721,463039,579539,14128.45,0.1253,719,715,480.55,0,481.92,B,performance property,pay off bills,SALT LAKE CITY,0,6/8/2010,1,0.785127733
5307,493033,630614,17638.72,0.1136,724,720,1973.25,0,658.23,B,Eastman Kodak,Myloan,BROCKPORT,0,null,1,0.785015031
13293,677354,865438,14975,0.2048,694,690,7129.71,0,35.36,G,Orbitz,castle payoff,MARENGO,0,null,1,0.785008901
26474,388882,422628,10199.99927,0.1505,689,685,1685.22,0,520.37,D,manorcare hcr,home improvement,kansas city,0,11/11/2009,1,0.783910729
18956,831318,1040533,20175,0.1099,754,750,2663.34,0,444.54,B,kai fragrance,Road to Freedom,malibu,0,null,1,0.783705901
4013,465172,583481,2500,0.2086,664,660,2672,0,94.02,G,JE merritts /Jacobs,singlemom loan,channelview,0,null,1,0.783335303
3018,439787,525908,19025,0.167,679,675,5629.63,0,521.13,E,American Maritime Officers Plans,Remodelling and Consolidation Loan,Davie,0,null,1,0.783225005
24062,1034896,1264729,20000,0.1825,684,680,5011.74,0,300.8,D,ASHLIN Management Group,Debt Consolidation Loan,SILVER SPRING,0,null,1,0.783085
23614,1022452,1251246,14400,0.1527,704,700,1720.66,0,344.62,C,Group Health Cooperative,Ever Feel You are Running Out of Time?,Auburn,0,null,1,0.78267937
13966,698921,890413,8899.241412,0.1936,684,680,1874.64,0,235.26,F,Richard King Insurance Agcy,Debt Consolidation,MIAMI,0,null,1,0.782048956
26244,349251,350823,0,0.1861,644,640,2086.76,0,337.17,G,Prudent Man Investment Management,Short-Term Cash Issues,Brighton,0,2/13/2011,1,0.780782333
2250,413990,366324,7950,0.1442,669,665,626.46,0,275.07,D,Northwest Acc Dist.,Help Me Consolidate!,Auburn,0,null,1,0.780167571
26528,409552,460369,6975,0.1411,679,675,239.02,0,239.61,D,reliable carbonic,need money to cosolidate,south river,0,12/10/2009,1,0.779435478
27295,603603,774488,7500,0.1557,679,675,360.48,0,180.68,D,CVS Pharmacy,Home Improvement,Pelican Island,0,6/6/2011,1,0.779427607
7017,529529,684769,2800,0.2016,674,670,2819.98,0,74.44,G,United States Marine Corps,Movement Loan,Arlington,0,9/24/2013,0,0.779085326
25631,693361,884183,8000,0.1491,664,660,359.39,0,0,D,Hawkeye Trucking,Excavator 4 Hire,Martin,1,null,1,0.777222775
9591,592639,761125,2000,0.2127,664,660,2564.28,0,75.63,G,steam ship authority,roberts dept consolidation,falmouth,0,9/18/2013,0,0.776667155
9762,596915,766218,16325,0.1398,699,695,2794.8,0,560.36,C,WELLS FARGO,PERSONAL LN,CARMICHAEL,0,null,1,0.774740693
27196,581044,746881,18725,0.2127,669,665,9253.96,0,544.11,G,Walgreens,Consolidation,Stillwater,0,12/28/2011,1,0.774686979
18110,807954,1001412,16175,0.2174,674,670,4893.66,0,445.04,F,United States Air Force,Franchise Purchase/Debt Consolidation,Bowie,0,null,1,0.774132215
9904,600091,770217,11975,0.1446,689,685,2193.7,0,282.09,D,DJO,Credit Card Consolidation,Vista,0,null,1,0.773889573
2820,435064,519648,6975,0.1704,704,700,1047.91,0,250,E,Community HomeOwnership Counseling Services,Taking over established business ,San Jose,0,null,1,0.773619204
3086,441784,536174,4994.492297,0.2017,674,670,3841.23,0,186.26,G,R.E.B.B.TRUCKING,MARY'S CUBAN KITCHEN,OCALA,0,null,1,0.77299158
12426,656009,839031,13755.98,0.1306,719,715,1609.89,0,318.98,C,Surgical West Inc,Debt Loan,CYPRESS,0,null,1,0.771906774
3178,444234,541351,14951.16,0.1183,734,730,991.3,0,497.01,B,EmblemHealth,Debt Consolidation,CARMEL,0,null,1,0.771778324
7410,539128,696234,7607.64,0.1558,669,665,733.18,0,366.98,D,HUB,Personal Loan,KELLER,0,null,1,0.771630793
16955,778770,981399,10000,0.1659,699,695,1470.6,0,246.33,D,Texas Department of Transportation,Major Purchase Loan,ARLINGTON,0,null,1,0.771048098
20963,882246,1097471,13575,0.1242,714,710,453.83,0,454.45,B,Cartefusion,13K in 26 mnts,San Diego,0,null,1,0.770684346
16005,753691,953358,19625,0.1839,714,710,6044.88,0,503.8,E,Department of Corrections ,Debt Consolidation/home repairs,Medina ,1,null,1,0.768048491
14358,711082,903939,9550,0.1491,699,695,1362.9,0,227.94,D,Paychex Inc,finishing payoff of consolidated debt,Owings Mills,1,null,1,0.765433948
27417,409248,459852,4600,0.1568,679,675,0,0,0,E,American Airlines,Various,Chicago,1,11/9/2009,1,0.765297457
13091,672391,852567,10400,0.1825,664,660,2756.62,0,306.36,F,BeyondTrust Software,Car Loan,Agoura Hills,1,null,1,0.764458943
19744,852134,1064156,7250,0.1689,694,690,596.32,0,266.99,D,Summerlin Hospital Medical Center,Last High Interest Credit Cards,Las Vegas,0,null,1,0.763539586
25629,699321,890868,10000,0.138,699,695,0,0,0,C,Cafe Formaggio,New Beginning,Westbury,0,null,1,0.761783247
11265,629128,806071,11000,0.1669,679,675,2714.54,0,271.55,E,Millennium Pharmacy Systems Inc,Personal Loan ,Philadelphia,0,null,1,0.761264256
25642,1016039,1243723,6400,0.1825,679,675,0,0,0,D,akrons children hospitial,loan,youngstown,0,null,1,0.761206017
13924,697371,888632,16975,0.1714,694,690,5083.62,0,423.78,E,Pacific Ambulance,Tridiva,Lake Forest,1,null,1,0.760727329
7153,533268,689286,11200,0.1793,664,660,2831.7,0,283.99,E,Tyson,Paying it all off,pasco,0,null,1,0.759112657
25086,1058372,1289952,12000,0.1349,734,730,1100.4,0,276.06,C,rg steel ,consolidation,YOUNGSTOWN,0,null,1,0.758735204
13111,672970,860161,5000,0.2048,674,670,3986.4,0,133.81,G,bed bath and beyond,vehicle,east orange,0,9/25/2013,0,0.75815404
16391,764483,965214,8400,0.1599,699,695,1016.1,0,204.23,D,US Postal Service,Work To Be Done,Asheville,0,null,1,0.75805682
23553,1020303,1249076,10600,0.1677,709,705,1917.93,0,262.13,D,Advanced Bio-Mineral Technologies,Welding Truck,San Bernardino,0,null,1,0.755835164
14576,715814,909520,22225,0.1677,699,695,6600.56,0,32.82,E,MILITARY/USMC,Debt Loan,vanceboro,0,null,1,0.755781446
13532,684055,873464,12905.16406,0.1714,794,790,3562.59,0,324.07,E,Wal-Mart,Investment into the future,Federal Way,0,null,1,0.754606701
26937,505721,651773,7750,0.1979,664,660,1928.48,0,296.44,F,Mcdonalds,FRESH START MOVING EXPENSES,somerset,0,4/1/2011,1,0.753375192
23121,1008716,1235410,20000,0.1171,704,700,3303.4,0,661.52,B,JP Morgan Chase,Consolidation. ,Wantagh,0,null,1,0.751818407
18899,829893,1039022,19475,0.1479,729,725,4148.82,0,461.17,C,Associated Bank,Small Business Loan,Madison,0,null,1,0.751288165
8969,576741,730760,21826.08063,0.1323,744,740,5139.36,0,571.78,C,Allen ISD & Prestonwood Christian Academ,Teach4Life,Plano,0,null,1,0.751228414
25100,1058624,1290219,12375,0.2313,674,670,6648.13,0,25.48,G,University of Central Florida,Purchase,Winter Springs,0,9/22/2013,0,0.750731963
20371,867685,1081306,24325,0.1879,709,705,8146.75,0,628.85,E,Walmart,Other loan ,LAS VEGAS,1,null,1,0.750581732
7634,544400,702283,14275,0.1521,709,705,3428.8,0,342.97,D,Premier Roofing ,Relief,Colorado Springs,0,null,1,0.750340297
18843,828007,1037008,11200,0.1929,684,680,2969.32,0,292.33,E,ServiceMaster by Eddie,Business Capital,Marina Del Rey,0,null,1,0.749600458
14961,725835,921143,4500,0.1677,664,660,311.3,0,111.29,E,Cochran Publishing Company,Foreign Exchange Student Child,West Plains,0,null,1,0.749403444
26569,425954,502528,9950,0.1758,664,660,2866.48,0,359.42,F,Interdent Corporation,A No Risk Loan,Las Vegas,1,8/23/2010,1,0.748854153
20351,867295,1080905,20000,0.1649,699,695,5784.7,0,532.18,D,Jack Links,Debt Free,Huron,0,null,1,0.747215237
16096,756117,956029,16975,0.1649,704,700,4595.42,0,417.85,D,UPS,Restructure Debt,Mount Washington,0,null,1,0.743336456
25319,1062756,1271501,13000,0.2352,664,660,7388,0,370.38,G,Garren New York ,Creating More Space,NEW YORK,0,9/22/2013,0,0.743073078
19077,833889,1043614,15000,0.1523,709,705,2508.76,0,358.67,C,Sparta Township Board of Education,help with debt,newton,0,null,1,0.7425441
20839,879160,1093975,17890.69981,0.1991,674,670,5728.68,0,477.98,E,Sacramento Sheriff's Department,Debt Consolidation,Elk Grove,0,null,1,0.742237234
2777,434021,517098,14282.51,0.1218,784,780,1157.23,0,499.5,B,DLW Consulting,Wedding Life Lesson,North Hills,0,null,1,0.741685838
9363,586259,753169,6000,0.1645,664,660,1094.89,0,212.28,E,madison york alp,help  loan,flushing,0,null,1,0.740552437
16439,765661,966584,12600,0.1969,669,665,3646.39,0,331.66,E,JB Tyler Industries,Lower Interest here than Credit Cards,Irvine,0,null,1,0.740487207
27420,509010,656884,4200,0.1645,664,660,188.72,0,0,E,Siemens,Loan for future medical expenses,REDMOND,0,10/10/2010,1,0.740270584
9327,585502,752269,15950,0.1645,709,705,4949.22,0,392.93,E,Microfinance International,Fix car in order to sell and pay cc,ALEXANDRIA,0,null,1,0.73991705
17759,799271,1004445,18899.99783,0.1523,749,745,4266.85,0,609.73,C,"Cole & Reed, P.C.",Small Business Loan,Norman,0,null,1,0.739786266
21268,889794,1106358,3600,0.1942,674,670,93.8,0,94.22,E,houstons apartment hotline,debt consolidation/ emergency fund,HOUSTON,0,null,1,0.739362168
6366,515525,666374,16100,0.1533,684,680,4609.03,0,647.79,D,Childrens Hospital Los Angeles,pay them off,Glendale,0,null,1,0.738794287
8076,554783,714579,19475,0.1682,679,675,5820.07,0,30.6,E,ups,debt consolidation,south gate,0,null,1,0.738649088
26147,310164,310161,2325,0.1734,654,650,3222.59,0,94.76,G,Hold Brothers,Pay off high interest credit cards,western springs,0,5/5/2011,1,0.738561443
26696,456035,218066,9000,0.1565,664,660,1627.72,0,314.88,D,Safeway,Credit Consolidation,Flagstaff,0,8/22/2010,1,0.738307195
26456,384879,416280,2450,0.2011,669,665,3282.55,0,92.19,G,Target,Car improvements,Macomb,0,4/28/2012,1,0.737207559
26872,495126,634083,5000,0.1682,669,665,743.4,0,177.81,E,ExxonMobil Corporation,Craig's Money,Baytown,0,11/29/2010,1,0.73632023
1447,379357,405657,8071.123575,0.1505,684,680,1313.77,0,312.23,D,WebDivisor.com,"Always on time, always responsible.",Glendale,0,null,1,0.736113542
3704,457103,568037,4975,0.1635,669,665,739.56,0,176.65,E,SOUTH BAY MOTORS,Personal Loan,HERMOSA BEACH,0,null,1,0.735799586
2887,436825,523793,10161.89,0.1357,719,715,841.73,0,366.86,C,Sunrise Enterprises,Personal Loan,POMPANO BEACH,0,null,1,0.735669689
16813,774609,976794,7750,0.1799,694,690,1781.65,0,198.03,E,crete carrier corp.,Credit Card Payoff loan,san diego,0,null,1,0.735487266
22855,1001484,1227075,21700,0.2089,669,665,7273.89,0,307.4,F,Garden City Hospital,Debt Consolidation,Inkster,1,null,1,0.734861845
25632,892468,1109415,3975,0.1903,664,660,179.57,0,0,E,Manpower,Debt Consolidation Loan,Ballwin,0,null,1,0.734590993
6125,509877,658271,15500,0.0988,784,780,1714.68,0,515.37,B,u s coast guard,Personal loan,SEATTLE,0,null,1,0.734357826
17118,783962,987126,8000,0.1649,709,705,1175.04,0,196.64,D,Columbia Bank,consoildation,Lake City,1,null,1,0.734158018
8770,571729,735421,9670.64,0.1632,684,680,1850.88,0,239.99,D,Poly America,Debt consolidation,DALLAS,0,null,1,0.733014667
27403,636386,815251,4200,0.1669,669,665,413.2,0,103.69,E,CITY OF BELLEVUE,christmas,Auburn,0,10/2/2011,1,0.732393882
15246,733864,930286,12800,0.1349,724,720,1760.64,0,294.47,C,con-way freight,personal,spring valley,0,null,1,0.732331978
24250,1038475,1268396,21000,0.2089,674,670,7368.34,0,566.83,F,Datrose,Payoff Loan,MARYSVILLE,0,null,1,0.731660418
23692,1024798,1253935,15000,0.1942,674,670,4710.53,0,392.59,E,CATALINA ISLAND VACATION RENTALS,DEBT CONSOLIDATION,AVALON,0,null,1,0.731443973
15572,741535,939442,20000,0.1349,719,715,4599.97,0,460.1,C,Palos Hospital,Other Loan,MOKENA,0,null,1,0.731178753
24597,1046905,1277969,25000,0.2206,674,670,8984.69,0,691.33,F,Jeico Security ,Small Business,ANAHEIM,0,null,1,0.731000735
25507,1067126,1301506,21000,0.1171,739,735,3708.24,0,464.07,B,Calix,Consolidate me 2011,GOLETA,0,null,1,0.73059883
20208,863530,1076667,14700,0.1299,714,710,2531.87,0,341.22,C,kaiser permanente & south pacific rehab,debt consolidation,alta loma,0,null,1,0.730579182
14244,708626,901139,9600,0.1565,689,685,1847.76,0,231.68,D,Department of Education,Debt Consolidation,New York,0,null,1,0.730444702
1642,386752,419236,9925,0.1568,684,680,2828.13,0,350.02,E,Saia Motorfreight,Home Improvements,Eastlake,0,null,1,0.72984279
7321,536794,693429,10000,0.1398,709,705,697.44,0,232.58,C,"Shopzilla, Inc. (Scripps Networks Inter)",Lanscape Project,Corona,0,null,1,0.729778808
13435,680942,869874,6400,0.2011,669,665,4912.89,0,169.96,G,Cintas,mi destino,LOUISVILLE,0,9/7/2013,0,0.729639444
15611,742398,940459,19925,0.1349,749,745,4600.27,0,460.1,C,Barker Honda,Major Purchase Loan,HOUMA,0,null,1,0.728986479
25487,1066613,1300801,25975,0.1677,734,730,8356.6,0,642.96,D,PepsiCo,Home Improvement,WINSTON SALEM,0,null,1,0.726999106
26961,511961,661378,12437.45,0.1422,694,690,1880.39,0,445.7,C,University of Florida,American Investor,Gainesville,0,1/18/2011,1,0.726633629
12864,666345,851934,6000,0.2048,664,660,4794,0,160.58,G,Dillards,Debt Consolidation Loan,Mulberry,0,9/16/2013,0,0.726594762
8885,574184,738643,6000,0.1756,664,660,1200.08,0,150.93,E,Neurology Center of Carolinas,loan conslidation/medical,Spartanburg,0,null,1,0.726542114
8371,561595,722735,15975,0.1323,739,735,3130.51,0,400.25,C,Round House Theatre,Debt Consolidation,Baltimore,0,null,1,0.72556134
10016,602016,772435,6675,0.1669,669,665,1520.12,0,197.49,E,Fast Undercar,First Loan,Santa Ana,0,null,1,0.725082587
23727,1026174,1255326,16400,0.1171,779,775,2003.01,0,364.62,B,"Russ Hadick & Associates, Inc",Small Business,Dayton,0,null,1,0.723267397
27232,589003,756678,13550,0.1941,669,665,4547.5,0,392.51,F,County of San Diego ,Debt consolidation,San Diego,0,10/12/2011,1,0.723253734
11116,625773,796181,11200,0.1223,734,730,1256.3,0,253.24,C,appliance direct,Semi-Truck,cape canaveral,0,null,1,0.722071401
17643,796350,1001192,18300,0.1099,724,720,2990.85,0,599.04,B,"TDK Enterprises, LLC",Home Improvement,Conway,1,null,1,0.722046759
26981,517764,669197,11976.71,0.1385,689,685,1730.73,0,409.26,C,AmbuStar,Vivid,taylors,0,1/28/2011,1,0.721662412
2994,439369,530638,4950,0.1635,749,745,911.52,0,176.65,E,Peter Lee,loan for small business,Newark,0,null,1,0.721404589
23245,1011655,1238747,12975,0.1677,709,705,2962.59,0,31.23,D,"CCE, INC",Medical Loan,Canal Winchester,1,null,1,0.720665071
16222,760164,960423,14775,0.1299,764,760,2687.94,0,336.11,C,Klauber Bros Inc,bill consol,West Warwick,0,null,1,0.719778983
19557,846710,1058128,8000,0.1599,724,720,1352.89,0,194.51,D,Wallace Appraisal Service,Debt Consolidation Loan,Bethesda,0,null,1,0.719763958
2450,423316,498367,8925,0.1695,669,665,2563.52,0,320.65,E,Kforce,Al's Loan,Leesburg,0,null,1,0.718983268
11747,641147,820716,5500,0.1446,679,675,373.45,0,129.3,D,hard rock casino,visa card,dania beach,0,null,1,0.718908274
6321,514399,664939,14501.91253,0.1062,729,725,1513.16,0,488.4,B,American Express,savings,IRVINE,0,null,1,0.718798225
16134,757221,957243,8000,0.1749,664,660,1476.07,0,287.18,D,AUTO CLUB OF SOUTHERN CALIFORNIA,PAYOFF,NORTHRIDGE,0,null,1,0.718729528
23775,1027807,1257185,23947.15122,0.1465,749,745,6328.41,0,566.56,C,Dawn Food Products,High Interest Credit Card Consolidation,Jerome,0,null,1,0.718247628
6918,527207,681962,5475,0.1521,704,700,382.53,0,133.85,D,Computershare LLC,Clear up Bills,SHELTON,0,null,1,0.717868683
22075,978016,1200830,9875,0.1903,669,665,2852.63,0,259.58,E,Wells Real Estate Funds,Moving and Expenses,Atlanta,0,null,1,0.717744427
23956,1032577,1262042,7500,0.1629,669,665,1296.37,0,264.76,D,bae systems norfolk shipbuilding and dry,Home Improvement Loan,ELIZABETH CITY,0,null,1,0.716327691
15527,740417,938121,4800,0.1839,664,660,860.16,0,122.91,E,Concentra Medical Center,My Lucky Loan,Las Vegas,0,null,1,0.715923714
14242,708536,901037,13847.64365,0.1825,684,680,4711.67,0,357.42,F,Wells Fargo Home Mortgage,House Loan,Las Vegas,0,null,1,0.715348788
6718,522644,676032,3184.702704,0.1719,709,705,238.5,0,79.86,E,NORWALK TOYOTA,RELIEF LOAN,NORWALK,0,null,1,0.714361061
24984,1056234,1287815,23350,0.1171,749,745,4831.72,0,516,B,HONDA CARS OF CORONA,BUSINESS STARTUP,CORONA,0,null,1,0.714147425
5959,505615,651593,9975,0.1311,709,705,1010.1,0,337.45,C,First medical management,Back In The Past Collectibles Loan,Harbor city,0,null,1,0.7138934
6512,518494,670211,16755.31075,0.1756,689,685,5399.26,0,245.83,E,"Citibank, N.A.",Credit Card and Debt Payoff,West Hollywood,0,null,1,0.713461102
15810,748322,947355,11100,0.2136,664,660,3667.61,0,302.55,F,Huntington Ingalls Industries,construction loan,west point,0,null,1,0.713382605
10901,621060,795968,12950,0.1483,689,685,3383.16,0,308.12,D,RR Donnelley,Debt Consolidation,Lewisville,0,null,1,0.712523507
22627,995009,1219474,15000,0.1825,684,680,4221.8,0,382.95,D,Portland Terminal Railroad,Debt Consolidation,Aloha,0,null,1,0.712407988
27139,566363,728543,5000,0.1645,689,685,982.19,0,122.79,E,50 plus pharmacy,debt consolidation/large purchase,INDEPENDENCE,0,9/28/2011,1,0.711883972
23657,1023704,1252790,5000,0.1677,694,690,354.62,0,177.7,D,Banning Unified School District,payoff loan,Redlands,1,null,1,0.71022046
4063,466126,585355,17850,0.1322,734,730,4251.8,0,608.42,C,State of Delaware,Paying Difference on Mortgage in Order to Sell House for Less than I owe,Milton,0,null,1,0.710172695
17846,801461,1007039,19775.22312,0.1149,759,755,3495.15,0,437.01,B,Prometric,Debt Consolidation,BALTIMORE,0,null,1,0.709029112
21126,885797,1101568,17846.03271,0.1942,679,675,6122.76,0,471.1,E,Starwood Hotels & Resorts Worldwide Inc.,Medical,Lancaster,0,null,1,0.708751039
16465,766128,967105,24975,0.1299,769,765,6823.28,0,568.7,C,U.S. Department of Justice,Other Loan,Annapolis,0,null,1,0.708609704
2281,415631,483323,8758.610634,0.1474,674,670,2208.36,0,552.59,D,"Publix Supermarkets, Inc",Urban Fashions Outlet,Norcross,0,null,1,0.707280478
27381,627006,803437,5925,0.152,709,705,689.99,0,143.38,D,Barnard & Associates,December,Garden Grove,0,8/17/2011,1,0.707004845
27316,609098,781293,10000,0.1446,689,685,2286.48,0,235.08,D,hhc,home,new york,0,12/17/2011,1,0.706987232
25614,483079,614652,9300,0.1385,724,720,449.33,0,0,C,Chefjohns Fish & Chips,I need to buy computer system for my son.,Concord,0,null,1,0.706637152
12375,654411,836909,13975,0.1306,699,695,2551.77,0,318.98,C,City of Margate,2011 Loan,PORT SAINT LUCIE,0,null,1,0.705271978
